titre,contenu,category
Récolte de manioc à Mohéli : un partenariat réussi entre le Ministère et les coopératives,"Le Ministère de l’Agriculture a organisé, ce samedi matin, une activité de récolte de manioc sur l’île de Mohéli, en collaboration avec la coopérative Wami Dekina. L’événement s’est tenu en présence du Ministre de l’Agriculture, Dr. Daniel Bandar, accompagné de son cabinet, du Directeur régional de l’Agriculture, ainsi que du Directeur du CRDE de Fomboni, Fayçal Bianrif. Malgré les jours déclarés fériés, la mobilisation a été au rendez-vous.  
Cette coopérative avait bénéficié de semences de manioc mises à disposition par le Ministère dans le cadre du projet SEPAREF, financé par la Banque Africaine de Développement (BAD). Les efforts conjoints ont porté leurs fruits : plus de 850 kilos de manioc ont été récoltés sur une superficie de 2,5 hectares.  
Aussitôt sortis des champs, les produits ont été acheminés et commercialisés directement au marché de Fomboni. Le prix fixé à 200 FC le kilo a été jugé accessible par les consommateurs. « Le prix du kilo est très abordable. Nous encourageons le Ministère de l’Agriculture à continuer d’accompagner les coopératives et l’ensemble des agriculteurs afin de développer davantage la production agricole dans le pays », a confié Maman Fazda, une acheteuse satisfaite.  
De son côté, le ministre Daniel Bandar a souligné que cette opération démontre l’importance d’« accompagner les producteurs locaux et de valoriser les filières agricoles afin de garantir la sécurité alimentaire et d’améliorer les revenus des agriculteurs ».  
Cette initiative illustre la volonté des autorités de renforcer la résilience alimentaire du pays et de promouvoir une agriculture durable en appuyant directement les coopératives et les exploitants locaux.",Économie 
"Les Comores affichent un PIB par habitant de 1 527 dollars, entre Madagascar et les Seychelles","**Avec 1 527 dollars par habitant en 2024, les Comores se positionnent dans une situation intermédiaire dans l'océan Indien, loin devant Madagascar (545 dollars) mais très en retrait par rapport aux Seychelles (21 300 dollars).**  
Les dernières données de la Banque mondiale et du FMI révèlent que le PIB par habitant comorien a progressé de 1 383 dollars en 2023 à 1 527 dollars en 2024. En parité de pouvoir d'achat (PPA), l'archipel atteint 3 568 dollars par habitant, avec des projections à 4 000 dollars pour 2025.  
Cette croissance modérée s'appuie sur une économie principalement agricole et halieutique, soutenue par les transferts de la diaspora et un secteur touristique en développement.  
## **Un écart considérable avec les voisins**  
L'analyse comparative régionale révèle des disparités frappantes. Madagascar présente un PIB par habitant nettement inférieur, estimé entre 523 et 545 dollars en 2024, soit près de trois fois moins que les Comores. En PPA, la Grande Île plafonne entre 1 657 et 1 884 dollars, reflétant une économie marquée par la pauvreté endémique et l'instabilité politique.  
À l'opposé, les Seychelles dominent largement avec 21 300 dollars par habitant, soit quatorze fois plus que les Comores. L'archipel seychellois atteint même entre 29 200 et 41 000 dollars en PPA, rivalisant avec certains pays européens grâce à son modèle économique axé sur le tourisme haut de gamme et les services financiers.  
## **Des défis persistants pour l'archipel comorien**  
Cette position intermédiaire masque néanmoins des enjeux importants pour les Comores. Le PIB par habitant de l'archipel ne représente que 12% de la moyenne mondiale, soulignant les défis de développement économique à relever.  
L'économie comorienne reste largement dépendante de secteurs traditionnels peu diversifiés, limitant les perspectives d'amélioration rapide du niveau de vie. Les autorités doivent désormais intensifier leurs efforts pour attirer les investissements et moderniser l'appareil productif.  
Ces comparaisons régionales illustrent les contrastes économiques de l'océan Indien occidental, où coexistent des modèles de développement très différents, des plus fragiles aux plus performants du continent africain.",Économie 
Littérature : une jeune comorienne signe son premier roman sur les tabous insulaires,"**Fayzna Hamdani Abdou-Chakour a publié ""Les émergés des îles"", un roman contemporain qui explore l'attirance génétique, les mariages arrangés et le poids des traditions dans la société comorienne. À travers une prose poétique et minimaliste, cette étudiante donne voix aux jeunes femmes prises dans les filets des coutumes.**  
""Les émergés des îles"", c'est le nom du roman publié par Fayzna, abordant frontalement l'attirance génétique entre cousins et les mariages arrangés. Ce livre, divisé en deux parties, raconte l'histoire de Zaina, prise entre l'amour impossible et le devoir familial, puis celle de Mansour à la recherche de Fatma, figure énigmatique de son passé. «Ce qui m'a motivée à aborder un thème tabou comme l'attirance génétique, c'est avant tout la curiosité. Et d'ailleurs je n'ai pas fini de l'explorer», précise l'auteure, Fayzna Hamdani Abdou-Chakour.  
Cette jeune étudiante a voulu répondre à un silence qui pesait sur sa génération, particulièrement les jeunes femmes comoriennes. «Malheureusement, ce que vit Zaina arrive à beaucoup de jeunes filles de notre génération et notre communauté. Zaina est juste la voix de celles qui n'en ont pas. Poser des mots là-dessus n'est que le début d'une grande bataille», explique notre romancière, qui manie une prose épurée, minimaliste et poétique, avec des descriptions sensorielles qui immergent le lecteur dans l'univers insulaire.  
### **Culture métissée**  
Le choix stylistique de Fayzna ne doit rien au hasard. «Ce style m'est naturel. Je n'ai pas voulu forcément écrire comme tel ou tel auteur en particulier. J'ai laissé les mots venir à moi et je me suis laissée conduire et guider par l'univers que j'avais déjà imaginé», analyse la jeune femme, qui s'inspire du défunt **Aboubacar Saïd** Salim et de **Nassuf Djailani**.  
À travers ""Les émergés des îles"", Fayzna fait découvrir la richesse culturelle comorienne. «Ma culture est belle, elle est très riche. Étant nous-même une population métissée c'est donc tout naturel que notre culture soit influencée de part et d'autre. Ce que j'ai représenté à travers les émergés des îles n'est qu'un petit aperçu», projette l'auteure.  
En revanche, pour cette jeune voix de la littérature comorienne, le défi reste immense. Le personnage de Fatma illustre parfaitement cette complexité. «Fatma est une jeune victime de la société. Mais elle est avant tout victime de sa propre famille. Il est important de savoir que tout commence par chez soi. Si sa propre famille ne l'avait pas reniée, la société ne l'aurait pas rejetée. Ce personnage a permis de dépeindre ce qui se passe souvent dans nos familles. Il y a des choses répugnantes qui s'y passent souvent mais parce qu'on a peur des représailles certaines choses deviennent tabou», révèle avec lucidité Fayzna.  
### **Tradition et modernité**  
L'ambition de cette première œuvre dépasse le simple divertissement. Pour Fayzna, la question centrale reste celle de l'équilibre entre tradition et modernité. «La vraie interrogation aujourd'hui est : Comment concilier tradition et modernité ? Peut-on parler d'évolution de la tradition, ou s'agit-il simplement de conserver ce qui nous définit et nous identifie ?», s'interroge la romancière.  
Cependant, la route reste semée d'embûches pour cette nouvelle génération d'écrivains comoriens. «La littérature comorienne a une faible visibilité. Mais c'est à nous de la faire connaître. Je ne suis pas la seule à penser que nous nous lisons très peu entre nous. Comment alors espérer que le monde nous découvre si nous-mêmes ne nous connaissons pas ?», constate Fayzna, qui garde néanmoins espoir dans le pouvoir transformateur de l'écriture.  
«Il y a plusieurs façons de faire évoluer les mentalités. La littérature, à elle seule, ne peut pas tout changer, mais elle peut contribuer. Tout le monde ne lit pas, mais si nos écrits ne tombent pas par hasard entre les mains de certains lecteurs, il y a de fortes chances qu'ils en soient touchés. Et c'est ainsi qu'on peut espérer un changement de mentalité», lance avec détermination cette jeune femme qui concilie ses études avec l'écriture, rédigeant parfois même dans les transports.  
Pour l'instant, **Fayzna Hamdani Abdou-Chakour** a déjà d'autres projets en gestation. «Des projets j'en ai pleins ! Pour l'instant, je souhaite garder les Comores comme cadre spatial, peut-être même que mes œuvres parleront exclusivement de cet archipel », rêve cette nouvelle voix de la littérature comorienne, dont le message aux jeunes femmes qui hésitent à écrire est sans équivoque : «Je ne comprends pas pourquoi elles n'osent pas. Si vous voulez réellement écrire alors n'attendez pas, écrivez ; car cette histoire nourrie par votre imagination, personne ne viendra l'écrire à votre place.» 

---

📌 Tu veux témoigner ou réagir à cet article ? Écris-nous en message privé sur Facebook, Instagram ou WhatsApp. Ton histoire mérite d’être entendue.  
Cliquez ici pour Facebook : **[Facebook](https://web.facebook.com/profile.php?id=100064251332181)**  
Cliquez ici pour Instagram : **[Instagram](https://www.instagram.com/kmnews_/profilecard/?igsh=OWZydWkycmp1MWl5)**  
Cliquez ci pour WhatsApp : **[WhatsApp](https://wa.me/212669789145)**  
Ou inscrivez vous pour pouvoir laisser un commentaire ici : **[S'inscrire](https://km-news.net/inscription)**  
## **Pour acheter son livre** 
Cliquer ici : *[Les émergés des îles](https://www.lysbleueditions.com/roman/psychologique/les-emerges-des-iles/)*",Culture
Plus de 122 millions KMF pour booster la production agricole aux Comores,"Ce lundi 8 septembre, à l’hôtel Le Retaj de Moroni, le Ministre de l’Agriculture, Dr. Daniel Ali Bandar, a procédé à la remise officielle de chèques à onze entrepreneurs agricoles, dans le cadre du Projet d’Urgence d’Appui à la Production Agricole (AEFPF), financé par la Banque Africaine de Développement (BAD).  
D’un montant global de 122 791 988 KMF, ces subventions visent à soutenir 7 importateurs de provende et 4 multiplicateurs de semences, sélectionnés sur 23 dossiers déposés. Une enveloppe dont près de 68 % est consacrée à l’importation de provende, afin de relancer la filière avicole et d’améliorer la disponibilité d’œufs et de viande blanche sur le marché national.  
Le Ministre a rappelé que cette initiative « n’est pas un geste symbolique, mais un investissement stratégique dans la souveraineté alimentaire du pays ». Il a appelé les bénéficiaires à utiliser ces fonds de manière responsable pour moderniser leurs infrastructures, améliorer la qualité de leurs produits et contribuer à bâtir une agriculture plus performante et résiliente.  
De son côté, le coordinateur du projet, M. Mohamed Nadjib Youssouf, a souligné que l’AEFPF vise à accroître la production locale de cultures vivrières telles que le maïs, la pomme de terre et la patate douce grâce à l’utilisation de semences certifiées adaptées au changement climatique. Il s’agit également de créer un environnement propice à la productivité agricole en renforçant les capacités techniques et en mettant en place des réglementations adaptées aux intrants.  
Au-delà de la remise de chèques, le programme a déjà permis la distribution de semences, d’engrais, de machines agricoles, d’équipements avicoles et de poussins d’un jour. L’objectif est clair : réduire la dépendance extérieure en intrants et préparer le terrain à la création d’une unité nationale de fabrication de provende.  
Si les bénéficiaires se disent satisfaits de ce soutien, certains appellent à des réformes complémentaires, notamment la réduction des taxes douanières et des coûts liés aux services de contrôle phytosanitaire, jugés trop lourds pour les opérateurs.  
Le gouvernement a, pour sa part, réaffirmé sa volonté de poursuivre les réformes structurelles nécessaires afin de garantir une agriculture durable et compétitive, capable de répondre aux défis actuels et futurs de la sécurité alimentaire.",Économie 
"""180 minutes pour une vie"" : le capitaine des Cœlacanthes brise le silence","**Écarté de la sélection depuis plusieurs mois, le capitaine de l'équipe nationale des Comores a publié un message bouleversant sur les réseaux sociaux. À l'approche des matchs cruciaux d'octobre contre Madagascar et le Ghana, il réaffirme sa disponibilité et sa foi inébranlable en son peuple.**  
""J'ai été absent un moment... mais jamais loin de vous."" Ces mots, publiés sur Facebook, résonnent comme un cri du cœur du capitaine des Cœlacanthes. Depuis plusieurs mois écarté des choix du sélectionneur, le leader historique de l'équipe nationale sort enfin de son silence à quelques semaines des rencontres les plus importantes de l'histoire récente du football comorien.  
Dans un message d'une rare intensité émotionnelle, celui qui a porté le brassard lors des plus grands exploits des Comores évoque ""les matchs avec ses frères, les préparations, les causeries, les déplacements en car"". Des souvenirs qui, loin de l'aigrir, lui ont ""donné la force de travailler chaque jour pour revenir et se battre encore pour la nation"".  
### **L'appel du devoir patriotique**  
""En octobre, il reste 180 minutes. Trois heures de jeu. Trois heures d'une vie."" Cette formule saisissante résume l'enjeu colossal des deux ""finales"" à venir face à Madagascar et au Ghana. Pour le capitaine, ces matchs dépassent le simple cadre sportif : ils représentent l'aboutissement de ""toutes ces années de travail dans l'ombre"".  
Malgré sa mise à l'écart, l'homme refuse l'amertume. ""Je suis à la disposition du sélectionneur, prêt à servir le groupe comme toujours"", déclare-t-il avec une dignité qui force le respect. Cette grandeur d'âme témoigne de la maturité d'un leader qui place l'intérêt collectif au-dessus de ses frustrations personnelles.  
### **Entre expérience et renouvellement**  
Le message révèle aussi la lucidité du capitaine sur l'évolution de l'équipe. ""Nous avons l'expérience des grands rendez-vous, et de jeunes talents émergent pour écrire l'avenir"", analyse-t-il. Cette reconnaissance du renouvellement générationnel montre un homme apaisé, conscient que son rôle peut désormais être différent mais toujours essentiel.  
""Et si vous me voyez lever le bras vers le ciel, sachez qu'il y a derrière ce geste ma famille, mes frères de la sélection, mon peuple"", confie-t-il dans un passage d'une émotion brute. Cette image symbolique cristallise toute la charge affective que représente le maillot national pour celui qui l'a honoré durant tant d'années.  
### **""Rien n'est impossible""**  
Le message se clôt sur une note d'espoir et de défi : ""Si notre histoire nous a appris une chose, c'est que rien n'est impossible même face aux plus grands."" Une référence évidente aux exploits passés des Cœlacanthes, qui ont su bousculer les hiérarchies établies et faire vibrer tout un peuple.  
À l'heure où l'équipe nationale se prépare pour ses rendez-vous cruciaux d'octobre, cette déclaration du capitaine historique rappelle que le football comorien ne se résume pas aux seuls choix tactiques. Il y a aussi cette flamme, cette passion indéfectible qui unit un peuple à ses héros, et qui fait que même dans l'ombre, un capitaine ne cesse jamais d'aimer son pays.  
Ces ""180 minutes pour une vie"" s'annoncent déjà comme un moment de vérité, où l'expérience du capitaine, qu'il soit sur le terrain ou dans les tribunes, pourrait bien s'avérer décisive pour l'avenir du football comorien. 

### **Son texte au complet**  
🇰🇲 Peuple Comorien,

J’ai été absent un moment…mais jamais loin de vous.
Je revoyais tout : les matchs avec mes frères, les préparations, les causeries, les déplacements en car toujours avec le peuple dans mon cœur.

Ces souvenirs m’ont donné la force de travailler chaque jour pour revenir et me battre encore pour notre nation.

Aujourd’hui, je reviens avec une conviction : nous sommes prêts.
Nous avons l’expérience des grands rendez-vous, et de jeunes talents émergent pour écrire l’avenir.

En octobre, il reste 180 minutes. Trois heures de jeu. Trois heures d’une vie.
Deux finales, face à Madagascar et au Ghana. Deux matchs pour tout donner, avec vous.

Et si vous me voyez lever le bras vers le ciel, sachez qu’il y a derrière ce geste ma famille, mes frères de la sélection, mon peuple, et toutes ces années de travail dans l’ombre.

Je suis à la disposition du sélectionneur, prêt à servir le groupe comme toujours.

Et si notre histoire nous a appris une chose, c’est que rien n’est impossible même face aux plus grands.",Sport
Meknès accueille la première Université d’Été des étudiants comoriens,"L’Association des Comoriens Étudiant au Maroc section Régionale de Meknès (ACEM Meknès) annonce le lancement de la première édition de son **Université d’Été**, qui se tiendra du 13 au 15 septembre 2025 à l’ENSAM de Meknès.  
Cet événement inédit s’inscrit dans une volonté de créer un espace d’échanges, de découvertes et d’inspiration pour les étudiants et jeunes passionnés. Pendant trois jours, les participants auront l’occasion de plonger dans un programme mêlant **sciences, orientation, culture et sport**, avec pour objectif de renforcer les connaissances, d’élargir les perspectives et de stimuler la motivation à l’approche de la rentrée universitaire.  
Les deux premiers jours seront consacrés à des activités scientifiques et pédagogiques : conférences, débats, stands métiers animés par des professionnels, mais aussi des moments plus créatifs et interactifs tels que le slam et les mini-quiz. Le troisième jour, quant à lui, sera entièrement dédié au sport avec des tournois de football, de basketball, des relais et divers jeux collectifs favorisant l’esprit d’équipe et la convivialité.  
Ouvert à un large public, étudiants de Meknès, jeunes venus d’autres villes et nationalités, ainsi qu’aux curieux désireux de participer, l’événement ambitionne de réunir plus de **200 participants**. Plusieurs intervenants qualifiés, conférenciers et professionnels viendront enrichir le programme afin d’offrir un contenu de qualité et des échanges constructifs.  
Pour le président de l’événement, l’Université d’Été se veut avant tout « une bouffée d’énergie, une aventure collective et une véritable source de motivation avant la rentrée ». Plus qu’un simple rendez-vous estudiantin, cette initiative entend s’imposer comme un moment fort, propice à l’apprentissage, aux rencontres et à l’ouverture sur de nouvelles opportunités.  
Les inscriptions sont d’ores et déjà ouvertes via le lien et le code QR disponibles sur les réseaux sociaux de l’ACEM Meknès.",Culture
Le Burkina Faso supprime les frais de visa pour tous les Africains,"**Le Burkina Faso instaure la gratuité totale des visas pour les ressortissants africains. Annoncée le 11 septembre 2025 par le gouvernement d'Ibrahim Traoré, cette mesure révolutionnaire vise à renforcer l'intégration continentale et pourrait faire école en Afrique.**  
Le Burkina Faso vient de franchir une étape historique dans sa politique d'ouverture continentale. Lors du Conseil des ministres du 11 septembre 2025, Mahamadou Sana, Ministre de la Sécurité, a officiellement annoncé que tous les ressortissants africains bénéficieront désormais de la gratuité totale des visas d'entrée sur le territoire burkinabè.  
Cette décision, portée par le président Ibrahim Traoré et encadrée par la loi des finances rectificative 2025, représente une économie considérable pour les voyageurs africains. Jusqu'alors, un visa simple coûtait 94 000 francs CFA (190 USD) et un visa à entrées multiples 122 000 francs CFA (245 USD).  
### **Une facilitation avec maintien des procédures**  
Important à retenir : seuls les frais financiers sont supprimés. Le visa reste obligatoire et les procédures d'obtention également. Les voyageurs devront toujours présenter un passeport valide, un carnet de santé international, un justificatif de séjour et un titre de transport retour.   
Cette réforme s'inscrit dans la vision panafricaine du président Traoré, qui souhaite faire du Burkina Faso ""une terre d'accueil et d'échanges pour le continent"". L'objectif affiché est multiple : stimuler le commerce intra-africain, développer le tourisme, renforcer les relations diplomatiques et favoriser la libre circulation des personnes et des biens.  
La mesure intervient dans un contexte continental favorable à l'intégration, notamment avec la Zone de libre-échange continentale africaine (ZLECAf). En supprimant cette barrière financière, le Burkina Faso envoie un signal fort et pourrait encourager d'autres pays africains à adopter des mesures similaires.  
Cette initiative, effective immédiatement, traduit la volonté burkinabè de ""construire des ponts plutôt que des frontières"" et positionne le pays comme un acteur majeur de l'intégration africaine. Les secteurs du tourisme, des affaires et des échanges familiaux devraient être les premiers bénéficiaires de cette révolution diplomatique.",Politique
Le CGP renforce ses capacités d'évaluation des projets publics,"**Le Commissariat Général au Plan des Comores a lancé mardi un programme de formation de ses cadres visant à améliorer le suivi et l'évaluation des projets de développement du pays.**  
L'atelier, ouvert par la Commissaire Générale au Plan, porte sur la méthodologie de calcul du taux d'exécution physique des projets. Cette formation technique s'inscrit dans une démarche plus large de modernisation des outils de pilotage des politiques publiques comoriennes.  
Cette initiative constitue une étape préparatoire à l'élaboration d'un manuel de méthodologie harmonisée qui standardisera les pratiques d'évaluation au sein de l'institution. L'objectif : disposer d'indicateurs fiables et comparables pour mesurer l'avancement réel des projets sur le terrain.  
La formation s'articule également avec l'exercice de revue des Plans de Travail Annuels (PTA) que le CGP a initié en début d'année 2025, dans le cadre du renforcement du suivi des politiques publiques.  
""En dotant nos équipes d'outils méthodologiques harmonisés, nous nous assurons que les analyses réalisées dans le cadre de ces revues sont plus fiables, plus cohérentes et davantage orientées vers la prise de décision éclairée"", a souligné la Commissaire lors de l'ouverture des travaux.  
Cette démarche témoigne de la volonté des autorités comoriennes d'améliorer la gouvernance des projets publics et d'optimiser l'utilisation des ressources allouées au développement du pays.",Société
Les Comores accélèrent la réforme de leurs entreprises publiques,"En cinq mois, la nouvelle direction créée par le gouvernement a déjà instauré plusieurs outils de suivi et de transparence  
Moins de cinq mois après sa création, la Direction Générale de la Gestion des Participations de l'État et du Suivi des Performances Financières (DGEP) des Comores affiche des résultats tangibles dans la modernisation du secteur public. Cette nouvelle structure, dirigée par Mohamed Mouigni depuis avril 2025, multiplie les initiatives pour transformer les entreprises publiques en véritables leviers de développement.  
La DGEP a d'ores et déjà mis en place un canal unique de transmission des données financières, élaboré des manuels de procédures et conçu un tableau de bord numérique permettant un suivi trimestriel des performances. Un guichet unique numérique, validé par le FMI-AFRITAC Sud, garantit désormais transparence et harmonisation dans la gestion des établissements et entreprises publics (EEP).  
### **Quatre entreprises stratégiques sous surveillance**  
L'attention se porte particulièrement sur quatre entreprises jugées stratégiques : Comores Telecom, SONELEC (électricité), la Banque Postale des Comores et Comores Câble. Ces entités font l'objet d'un suivi rapproché dans le cadre de la nouvelle gouvernance mise en place par le gouvernement.  
Parallèlement, des projets d'arrêtés sont en cours d'élaboration pour moderniser le fonctionnement des Conseils d'administration et instituer un comité interministériel de pilotage des réformes. La DGEP prépare également des contrats de performance pour l'ensemble des EEP, tandis que les rapports annuels d'activités de toutes les entreprises publiques seront désormais publiés.  
### **Une réforme inscrite dans la loi depuis 2024**  
Cette dynamique s'inscrit dans le cadre de la loi n°24-014/AU promulguée en 2024 sur la gouvernance des établissements et entreprises publics. Le texte a ouvert la voie à une réforme profonde du secteur public comorien, avec la création de la DGEP sous l'autorité du Ministère des Finances, du Budget et du Secteur Bancaire.  
L'initiative bénéficie du soutien technique du FMI et de la Banque mondiale, qui accompagnent les Comores dans l'adoption des meilleures pratiques internationales à travers des formations et une assistance technique.  
## **""Consolider les acquis""**  
""Nous avons posé les bases. La priorité est désormais de consolider ces acquis et d'ancrer une culture durable de performance et de transparence"", souligne le directeur général Mohamed Mouigni. L'objectif affiché : faire des entreprises publiques de véritables moteurs du développement économique et social, en cohérence avec le Plan Comores Émergent et les orientations stratégiques du président Azali Assoumani.  
Cette modernisation du secteur public s'inscrit dans les objectifs fixés par le président de la République au ministre des Finances dans sa lettre de mission, notamment l'amélioration de la gestion et le relèvement du chiffre d'affaires des entreprises publiques comoriennes.  
*Avec les partenaires internationaux, les Comores espèrent transformer leur secteur public en un outil efficace de développement, marquant ainsi une rupture avec les pratiques du passé.*",Économie 
Ibrahim Traoré vs Azali Assoumani : Deux visions africaines de la diplomatie présidentielle,"**Alors qu'Azali Assoumani a effectué 26 déplacements à l'étranger en 2023 pour un coût estimé à 1,3 million d'euros, Ibrahim Traoré n'a voyagé que 5 fois en presque 3 ans de pouvoir. Cette différence révèle deux philosophies opposées de l'exercice du pouvoir en Afrique.**  
En l'espace de deux ans et demi au pouvoir, le président burkinabè Ibrahim Traoré a effectué seulement cinq voyages officiels à l'étranger. Une sobriété diplomatique qui contraste radicalement avec son homologue comorien Azali Assoumani qui, en 2023 seul, a entrepris 26 déplacements internationaux.  
Cette différence ne relève pas du hasard mais de deux visions diamétralement opposées de la diplomatie présidentielle africaine. D'un côté, Traoré privilégie une approche sélective et régionale ; de l'autre, Assoumani mise sur une présence intensive sur la scène internationale.  
### **Traoré : La stratégie du ""moins mais mieux""**  
Depuis son arrivée au pouvoir en septembre 2022, Ibrahim Traoré a fait de la parcimonie diplomatique une marque de fabrique. Ses cinq voyages se résument à deux destinations principales : l'espace sahélien et la Russie.  
Son premier déplacement l'a mené à Bamako en novembre 2022, scellant l'alliance avec la junte malienne. En juillet 2024, il participait au sommet fondateur de l'Alliance des États du Sahel (AES) à Niamey, consolidant le triangle Mali-Niger-Burkina Faso.  
La Russie figure également parmi ses destinations privilégiées avec deux voyages : le sommet Russie-Afrique à Saint-Pétersbourg en juillet 2023 et sa présence remarquée aux cérémonies de la Victoire à Moscou en mai 2025. Seul le Ghana fait exception avec sa participation à l'investiture de John Mahama en janvier 2025.  
""Cette stratégie reflète une diplomatie assumée de rupture avec les canaux traditionnels"", analyse un diplomate ouest-africain sous couvert d'anonymat.  
### **Assoumani : L'hyperactivité diplomatique**  
À l'opposé, Azali Assoumani incarne la diplomatie traditionnelle africaine, multipliant les forums et les rencontres bilatérales. Président de l'Union africaine de 2023 à 2024, il a participé aux grands sommets internationaux : G7 à Hiroshima, G20, COP de Glasgow et Dubaï.  
Rien qu'en 2023, Azali a effectué 26 voyages qui lui auraient coûté plus de **1,3 million d'euros**, une somme considérable pour un petit État insulaire. La France demeure une destination récurrente avec des visites répétées depuis 2019, témoignant du maintien des liens avec l'ancienne puissance coloniale.  
Cette hyperactivité s'explique en partie par ses responsabilités continentales, mais révèle également une conception différente du rôle présidentiel.  
### **Deux légitimités, deux publics**  
Ces approches opposées s'enracinent dans des sources de légitimité distinctes. Traoré, arrivé au pouvoir par un coup d'État militaire, cultive son image de proximité avec le peuple burkinabè. Ses rares voyages sont perçus comme une marque de respect envers des citoyens confrontés à l'insécurité et à la pauvreté.  
""Quand le président voyage peu, cela renvoie une image de sobriété qui résonne avec les difficultés du quotidien"", expliquent certains politologues spécialistes du Sahel.  
Assoumani, président élu, mise davantage sur sa visibilité internationale pour asseoir sa légitimité. Ses nombreux déplacements visent à positionner les Comores sur l'échiquier mondial et à attirer investissements et partenariats.  
### **Des contextes économiques différents**  
Les deux pays évoluent dans des contextes économiques distincts. Les Comores affichent un PIB par habitant de 1 784 dollars selon la dernière mise à jour de la Banque Mondiale, soit presque le double de celui du Burkina Faso qui s'établit à 987 dollars. Cette différence de richesse relative pourrait-elle expliquer en partie les stratégies diplomatiques adoptées par chaque dirigeant ?
Les priorités budgétaires diffèrent également. Traoré privilégie les dépenses sécuritaires dans un pays en guerre contre le terrorisme, tandis qu'Assoumani considère les voyages présidentiels comme des investissements diplomatiques nécessaires au développement de son archipel insulaire.  
### **Impact géopolitique contrasté**  
Ces stratégies produisent des effets géopolitiques opposés. L'approche de Traoré contribue à l'isolement diplomatique du Burkina Faso vis-à-vis des institutions occidentales et africaines traditionnelles, tout en renforçant ses liens avec la Russie et l'axe AES.  
Assoumani, à l'inverse, maintient les Comores dans le giron des partenaires traditionnels tout en diversifiant ses relations. Sa présidence de l'UA lui a conféré une stature continentale temporaire.  
### **Critiques et approbations**  
Ces deux modèles suscitent des réactions contrastées. Si les partisans de Traoré saluent sa ""sobriété républicaine"", ses détracteurs dénoncent un isolement diplomatique préjudiciable.  
Pour Assoumani, l'équation est inverse : ses soutiens valorisent son rayonnement international, tandis que ses opposants critiquent des dépenses somptuaires dans un contexte de précarité économique.  
### **Deux modèles, un même défi**  
Au-delà de leurs différences, les deux présidents font face au même défi : justifier leurs choix diplomatiques auprès de populations confrontées à des difficultés économiques et sécuritaires.  
L'histoire jugera laquelle de ces deux approches : **la sobriété stratégique** de Traoré ou **l'activisme diplomatique d'Assoumani**, aura le mieux servi les intérêts de leur pays respectif. En attendant, elles illustrent parfaitement la diversité des modèles de gouvernance qui coexistent aujourd'hui en Afrique.

---

*Cet article s'appuie sur des données officielles, des sources diplomatiques et des analyses d'experts régionaux.*",Politique
Le Ministère de l’Agriculture renforce l’aviculture avec la remise de 5 000 poussins aux éleveurs ,"Le Ministère de l’Agriculture, à travers le Projet d’Urgence d’Appui à la Production Agricole (AEFPF-Comores-BAD) soutenu par la Banque Africaine de Développement (BAD), a procédé ce samedi 13 septembre à la remise de 5 000 poussins d’un jour destinés aux coopératives, associations et particuliers. La cérémonie s’est déroulée en présence du conseiller juridique Mohamed Mouigni, représentant le Ministère.  
Cette initiative s’inscrit dans la stratégie nationale de réduction progressive des importations d’œufs et de viande de poulet, en vue de renforcer l’autosuffisance alimentaire.  

Le projet AEFPF vise à augmenter la production alimentaire locale et à renforcer la résilience des systèmes agricoles, mis à mal notamment par les répercussions économiques de la guerre en Ukraine. Pour la filière avicole, l’objectif est clair : accroître la disponibilité et l’accessibilité des œufs et de la viande blanche à travers une production nationale renforcée.  
Depuis son lancement, le programme a distribué près de 160 000 poussins de différentes variétés (pondeuses, poulets de chair et hybrides). Dans ce deuxième lot, qui prévoit un total de 81 750 poussins, plus de 24 000 ont déjà été remis aux bénéficiaires.  

Au-delà de l’aviculture, le projet met l’accent sur l’intensification de la production vivrière grâce à la distribution de semences certifiées de maïs, pomme de terre et patate douce, adaptées au changement climatique. Des engrais, machines agricoles et équipements avicoles sont également fournis pour soutenir les producteurs.  

Sous le leadership du Ministre de l’Agriculture, Dr Daniel Bandar, le gouvernement entend créer les conditions d’un développement durable du secteur, notamment par la mise en place de textes réglementaires et l’octroi de subventions pour garantir un approvisionnement régulier en semences et en provende.  
Cette remise de poussins constitue ainsi une étape supplémentaire vers la consolidation d’une aviculture locale capable de répondre aux besoins alimentaires des Comores.",Économie 
